"R1","R2","R3","P1","P2","P3","P4","P5","TYPE","A1","B1","C1","F1","G1","A2","B2","C2","F2","G2","A3","B3","C3","F3","G3","FC","REFS","COMMENTS","TIMESTAMP"
"H2O","N2D",,"OH","NH",,,,"kooij","4.500E-11","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"Umemoto et al. 1998 - Herron 1999 - Kurosaki and Takayanagi 1999 - Umemoto et al. 1999 - Casavecchia et al. 2001","2022-08-24 10:47:06"
"H2O","N2D",,"HNO","H",,,,"kooij","5.000E-12","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HCO","H",,"CO","H2",,,,"kooij","1.500E-10","0.000E+00","0.000E+00","1.400E+00","0.000E+00",,,,,,,,,,,,,"Baulch et al. [2005]","2022-08-24 10:47:06"
"HCO","CH3",,"CO","CH4",,,,"kooij","9.300E-11","0.000E+00","0.000E+00","1.400E+00","0.000E+00",,,,,,,,,,,,,"Krasnoperov et al. 2005","2022-08-24 10:47:06"
"HCO","N4S",,"CO","NH",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Catpure rate constant considering no barrier in the entrance valley","2022-08-24 10:47:06"
"H2CO","H",,"HCO","H2",,,,"kooij","3.300E-11","0.000E+00","1.850E+03","1.400E+00","2.000E+02",,,,,,,,,,,,,"Klemm [1979]","2022-08-24 10:47:06"
"H2CO","C",,"CO","3CH2",,,,"kooij","4.000E-10","0.000E+00","0.000E+00","1.800E+00","0.000E+00",,,,,,,,,,,,,"Husain & Ioannou 1999","2022-08-24 10:47:06"
"H2CO","CH",,"CO","CH3",,,,"kooij","0.500E-10","0.000E+00","2.600E+02","2.000E+00","0.000E+00",,,,,,,,,,,,,"Zabarnick et al. 1988 - Nguyen et al. 2014)","2022-08-24 10:47:06"
"H2CO","CH",,"CH2CO","H",,,,"kooij","1.000E-10","0.000E+00","2.600E+02","2.000E+00","0.000E+00",,,,,,,,,,,,,"Zabarnick et al. 1988 - Nguyen et al. 2014)","2022-08-24 10:47:06"
"H2CO","N2D",,"HNCO","H",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","4.000E+00","0.000E+00",,,,,,,,,,,,,"Umemoto et al. [1998] - Herron [1999] - Kurosaki& Takayanagi [1999] - Umemoto et al.[1999] - Casavecchia et al. [2001 -] Homayoon [2014]","2022-08-24 10:47:06"
"H2CO","CN",,"HCO","HCN",,,,"kooij","6.700E-11","0.000E+00","4.120E+02","1.600E+00","2.000E+01",,,,,,,,,,,,,"Yu et al. 1993 - Chang & Wang 1995","2022-08-24 10:47:06"
"CH3O","H",,"H2CO","H2",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","1.600E+00","1.000E+02",,,,,,,,,,,,,"Hoyermann et al. [1981] - Dobe et al. [1991] - Jasper et al [2007]","2022-08-24 10:47:06"
"CH3O","H",,"OH","CH3",,,,"kooij","3.000E-12","0.000E+00","0.000E+00","1.600E+00","1.000E+02",,,,,,,,,,,,,"Hoyermann et al. [1981] - Dobe et al. [1991] - Jasper et al [2007]","2022-08-24 10:47:06"
"CH3O","CH3",,"H2CO","CH4",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","1.600E+00","0.000E+00",,,,,,,,,,,,,"Tsang & Hampson 1986","2022-08-24 10:47:06"
"CH3O","N4S",,"NO","CH3",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"By comparison with N + OH","2022-08-24 10:47:06"
"CH3OH","H",,"CH3O","H2",,,,"kooij","2.160E-11","0.000E+00","2.650E+03","2.000E+00","1.000E+02",,,,,,,,,,,,,"Hoyermann et al. [1981]","2022-08-24 10:47:06"
"CH3OH","CH",,"H2CO","CH3",,,,"kooij","1.300E-10","0.000E+00","0.000E+00","1.800E+00","1.000E+02",,,,,,,,,,,,,"Johnson et al. [2000]","2022-08-24 10:47:06"
"CH3OH","CH",,"OH","C2H4",,,,"kooij","1.300E-10","0.000E+00","0.000E+00","1.800E+00","1.000E+02",,,,,,,,,,,,,"Johnson et al. [2000]","2022-08-24 10:47:06"
"CH3OH","C2H",,"CH3O","C2H2",,,,"kooij","5.000E-12","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Tsang 1987 - Carl et al. 2005 - Murphy et al. 2003","2022-08-24 10:47:06"
"CH3OH","N2D",,"OH","CH2NH",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","4.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with N(2D) + C2H6 and N(2D) + H2O","2022-08-24 10:47:06"
"CH3OH","N2D",,"HNO","CH3",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","4.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with N(2D) + C2H6 and N(2D) + H2O","2022-08-24 10:47:06"
"CH3OH","CN",,"CH3O","HCN",,,,"kooij","1.200E-10","0.000E+00","0.000E+00","1.400E+00","1.000E+02",,,,,,,,,,,,,"Sayah et al. 1988","2022-08-24 10:47:06"
"CH3CO","H",,"HCO","CH3",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"Bartels et al. 1991 - Ohmori et al. 1990","2022-08-24 10:47:06"
"CH3CO","H",,"CH2CO","H2",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"Bartels et al. 1991 - Ohmori et al. 1990","2022-08-24 10:47:06"
"HC2O","H",,"3CH2","CO",,,,"kooij","1.700E-10","0.000E+00","0.000E+00","1.600E+00","0.000E+00",,,,,,,,,,,,,"Glass et al. 2000 - Baulch et al. 2005","2022-08-24 10:47:06"
"HC2O","CH3",,"C2H4","CO",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with H + HCCO","2022-08-24 10:47:06"
"HC2O","N4S",,"HCN","CO",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with N + 3CH2","2022-08-24 10:47:06"
"CH3CHO","H",,"CH3CO","H2",,,,"kooij","2.230E-11","0.000E+00","1.660E+03","1.400E+00","2.000E+02",,,,,,,,,,,,,"Baulch et al. [2005]","2022-08-24 10:47:06"
"CH3CHO","C",,"C2H2","H2","CO",,,"kooij","3.000E-10","0.000E+00","0.000E+00","1.800E+00","0.000E+00",,,,,,,,,,,,,"Husain & Ioannou [1999. Various products possible.","2022-08-24 10:47:06"
"CH3CHO","CH",,"C2H2","H2","CO","H",,"kooij","2.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Capture rate constant considering no barrier. CH2CHCHO likely to be produced but giving finally CO.","2022-08-24 10:47:06"
"CH3CHO","N2D",,"HNCO","CH3",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","4.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with N(2D) + C2H4","2022-08-24 10:47:06"
"C2H2OH","H",,"HCO","CH3",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Nguyen et al. 2005 - Horowitz & Calvert 1982 - Bartels et al. 1982","2022-08-24 10:47:06"
"C2H2OH","H",,"CH3CO","H",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Nguyen et al. 2005 - Horowitz & Calvert 1982 - Bartels et al. 1982","2022-08-24 10:47:06"
"C2H2OH","H",,"CO","CH4",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Nguyen et al. 2005 - Horowitz & Calvert 1982 - Bartels et al. 1982","2022-08-24 10:47:06"
"C2H4OH","H",,"H2O","C2H4",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Bartels et al. 1982 - Park et al. 2002","2022-08-24 10:47:06"
"C2H4OH","H",,"CH3O","CH3",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Bartels et al. 1982 - Park et al. 2002","2022-08-24 10:47:06"
"C2H4OH","H",,"OH","C2H5",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Bartels et al. 1982 - Park et al. 2002","2022-08-24 10:47:06"
"CO2","CH",,"CO","CO","H",,,"kooij","5.710E-12","0.000E+00","3.450E+02","1.400E+00","5.000E+01",,,,,,,,,,,,,"Berman et al. 1982","2022-08-24 10:47:06"
"CO2","N2D",,"CO","NO",,,,"kooij","1.000E-11","0.000E+00","1.000E+03","1.600E+00","3.000E+02",,,,,,,,,,,,,"Herron 1999","2022-08-24 10:47:06"
"NO","C",,"CN","O3P",,,,"kooij","7.000E-11","-0.160E+00","0.000E+00","1.400E+00","0.000E+00",,,,,,,,,,,,,"Geppert et al. 2000 - Bergeat et al. 1999 - Andersson et al. 2003","2022-08-24 10:47:06"
"NO","C",,"CO","N4S",,,,"kooij","8.000E-11","-0.160E+00","0.000E+00","1.400E+00","0.000E+00",,,,,,,,,,,,,"Geppert et al. 2000 - Bergeat et al. 1999 - Andersson et al. 2003","2022-08-24 10:47:06"
"NO","CH",,"HCN","O3P",,,,"kooij","1.000E-10","-0.130E+00","0.000E+00","2.000E+00","7.000E+00",,,,,,,,,,,,,"Bocherel et al. 1996 - Bergeat et al. 1998 - Marchand et al. 1997","2022-08-24 10:47:06"
"NO","CH",,"NCO","H",,,,"kooij","3.000E-11","-0.130E+00","0.000E+00","2.000E+00","7.000E+00",,,,,,,,,,,,,"Bocherel et al. 1996 - Bergeat et al. 1998 - Marchand et al. 1997","2022-08-24 10:47:06"
"NO","CH",,"CO","NH",,,,"kooij","3.000E-11","-0.130E+00","0.000E+00","2.000E+00","7.000E+00",,,,,,,,,,,,,"Bocherel et al. 1996 - Bergeat et al. 1998 - Marchand et al. 1997","2022-08-24 10:47:06"
"NO","CH",,"OH","CN",,,,"kooij","1.000E-11","-0.130E+00","0.000E+00","2.000E+00","7.000E+00",,,,,,,,,,,,,"Bocherel et al. 1996 - Bergeat et al. 1998 - Marchand et al. 1997","2022-08-24 10:47:06"
"NO","3CH2",,"HNCO","H",,,,"kooij","2.100E-12","0.000E+00","-5.540E+02","1.200E+00","0.000E+00",,,,,,,,,,,,,"Vinckier & Debruyn 1979 - Seidler et al. 1989 - Darwin et al. 1989 +  Fikri et al. 2001 - Zhang et al. 2004a","2022-08-24 10:47:06"
"NO","3CH2",,"CO","NH2",,,,"kooij","3.000E-13","0.000E+00","-5.540E+02","2.000E+00","0.000E+00",,,,,,,,,,,,,"Vinckier & Debruyn 1979 - Seidler et al. 1989 - Darwin et al. 1989 +  Fikri et al. 2001 - Zhang et al. 2004a","2022-08-24 10:47:06"
"NO","N4S",,"O3P","N2",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","1.300E+00","0.000E+00",,,,,,,,,,,,,"Bergeat et al. 2009a","2022-08-24 10:47:06"
"NO","N2D",,"O3P","N2",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","1.600E+00","1.000E+02",,,,,,,,,,,,,"Herron 1999","2022-08-24 10:47:06"
"NO","NH",,"N2O","H",,,,"kooij","2.900E-11","-0.300E+00","-7.700E+01","1.600E+00","0.000E+00",,,,,,,,,,,,,"Mullen & Smith 2005 - Baulch et al. 2005 - Okada et al. 1994 - Durant 1994","2022-08-24 10:47:06"
"NO","NH",,"OH","N2",,,,"kooij","1.200E-11","-0.300E+00","-7.700E+01","1.600E+00","0.000E+00",,,,,,,,,,,,,"Mullen & Smith 2005 - Baulch et al. 2005 - Okada et al. 1994 - Durant 1994","2022-08-24 10:47:06"
"NO","NH2",,"N2","H2O",,,,"kooij","2.000E-12","0.00","525","1.600E+00","80",,,,,,,,,,,,,"Diau et al 1994 - Klippenstein et al 2011","2022-08-24 10:47:06"
"NO","NH2",,"N2","OH","H",,,"kooij","2.000E-13","0.00","525","1.600E+00","80",,,,,,,,,,,,,"Diau et al 1994 - Klippenstein et al 2011","2022-08-24 10:47:06"
"HNO","H",,"NO","H2",,,,"kooij","3.100E-11","0.000E+00","5.000E+02","2.000E+00","2.000E+02",,,,,,,,,,,,,"Tsang & Herron 1991 - Nguyen et al. 2004","2022-08-24 10:47:06"
"HNO","C",,"NO","CH",,,,"kooij","3.800E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with O + HNO","2022-08-24 10:47:06"
"HNO","C",,"NCO","H",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HNO","C",,"HNC","O3P",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HNO","C",,"CO","NH",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HNO","CH",,"NO","3CH2",,,,"kooij","3.800E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Capture rate constant considering no barrier","2022-08-24 10:47:06"
"HNO","CH",,"HNCO","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"Capture rate constant considering no barrier","2022-08-24 10:47:06"
"HNO","N2D",,"NO","NH",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"By comparison with N(2D) + H2O - NH3","2022-08-24 10:47:06"
"NCO","H",,"CO","NH",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"Becker et al. 2000 - Louge & Hanson 1984 - Klippenstein & Harding 2009","2022-08-24 10:47:06"
"NCO","N4S",,"CO","N2",,,,"kooij","5.500E-11","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"Brownsword 1997","2022-08-24 10:47:06"
"HNCO","C",,"HCN","CO",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"By comparison with C + alkynes and C + alkenes","2022-08-24 10:47:06"
"HNCO","C",,"HNC","CO",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"By comparison with C + alkynes and C + alkenes","2022-08-24 10:47:06"
"HNCO","CH",,"CO","H2CN",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"By comparison with CH + alkynes and CH + alkenes","2022-08-24 10:47:06"
"HNCO","CH",,"CO","HCN","H",,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"By comparison with CH + alkynes and CH + alkenes","2022-08-24 10:47:06"
"HNCO","N2D",,"CO","N2","H",,,"kooij","5.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"By comparison with N(2D) + NH3","2022-08-24 10:47:06"
"HNCO","CN",,"NCO","HCN",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"By comparison with CN + C2H6 and CN + NH3","2022-08-24 10:47:06"
"CH3NO","H",,"HNO","CH3",,,,"kooij","1.390E-11","0.840E+00","-1.200E+02","2.000E+00","1.000E+02",,,,,,,,,,,,,"Choi & Lin 2005","2022-08-24 10:47:06"
"N2O","C",,"CO","N2",,,,"kooij","1.500E-11","0.000E+00","3.000E+02","1.400E+00","1.000E+02",,,,,,,,,,,,,"Husain & Young 1975 - Dorthe et al. 1991","2022-08-24 10:47:06"
"N2O","C",,"NO","CN",,,,"kooij","1.500E-11","0.000E+00","3.000E+02","1.400E+00","1.000E+02",,,,,,,,,,,,,"Husain & Young 1975 - Dorthe et al. 1991","2022-08-24 10:47:06"
"N2O","CH",,"CO","N2","H",,,"kooij","1.500E-11","0.000E+00","-2.570E+02","1.200E+00","1.000E+01",,,,,,,,,,,,,"Becker et al. 1993","2022-08-24 10:47:06"
"N2O","CH",,"NO","HCN",,,,"kooij","1.500E-11","0.000E+00","-2.570E+02","1.200E+00","1.000E+01",,,,,,,,,,,,,"Becker et al. 1993","2022-08-24 10:47:06"
"N2O","N2D",,"N2","NO",,,,"kooij","1.500E-11","0.000E+00","5.700E+02","1.600E+00","7.000E+01",,,,,,,,,,,,,"Herron 1999","2022-08-24 10:47:06"
"SH","H",,"H2","S3P",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","5.000E+00","0.000E+00",,,,,,,,,,,,,"Cupitt & Glass 1975 - Peng et al. 1999","2022-08-24 10:47:06"
"SH","C2H3",,"H2S","C2H2",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"C2H3 + OH (Tsang & Hampson 1986)","2022-08-24 10:47:06"
"H2S","H",,"SH","H2",,,,"kooij","3.660E-12","1.940E+00","4.550E+02","1.600E+00","1.000E+02",,,,,,,,,,,,,"Peng et al. 1999","2022-08-24 10:47:06"
"H2S","C",,"HCS","H",,,,"kooij","2.100E-10","0.000E+00","0.000E+00","1.600E+00","0.000E+00",,,,,,,,,,,,," Deeyamulla & Husain 2006 - Galland et al. 2001","2022-08-24 10:47:06"
"H2S","CH",,"H2CS","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with CH + H2O (Bergeat et al. 2009 - Hickson et al. 2013)","2022-08-24 10:47:06"
"H2S","1C2",,"SH","C2H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Kaiser et al. 2002 - Wang et al. 2003","2022-08-24 10:47:06"
"H2S","C2H",,"SH","C2H2",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"No barrier for preliminary DFT calculations","2022-08-24 10:47:06"
"HCS","H",,"CS","H2",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"H + HCO and also Galland et al. 2001","2022-08-24 10:47:06"
"H2CS","H",,"HCS","H2",,,,"kooij","3.300E-11","0.000E+00","1.400E+03","3.000E+00","2.000E+02",,,,,,,,,,,,,"H + H2CO with smaller barrier","2022-08-24 10:47:06"
"CH3S","H",,"H2CS","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"by comparison with CH3O + H considering than the H2CS + H2 channel is much less exothermic than the corresponding H2CO + H2 (-210 instead of -344). ","2022-08-24 10:47:06"
"CH3S","H",,"SH","CH3",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"by comparison with CH3O + H considering than the H2CS + H2 channel is much less exothermic than the corresponding H2CO + H2 (-210 instead of -344). ","2022-08-24 10:47:06"
"CH3SH","H",,"CH3S","H2",,,,"kooij","7.800E-11","0.000E+00","1.310E+03","1.800E+00","2.000E+02",,,,,,,,,,,,,"Amano et al. 1983","2022-08-24 10:47:06"
"CH3CS","H",,"HCS","CH3",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"H + CH3CHO","2022-08-24 10:47:06"
"CH3CS","H",,"H2CCS","H2",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"H + CH3CHO","2022-08-24 10:47:06"
"HC3S","H",,"C3S","H2",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Energy calculated at M06-2X/cc-pVTZ - the main exit channel may be H2C3S formation","2022-08-24 10:47:06"
"HC3S","H",,"CS","C2H2",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Energy calculated at M06-2X/cc-pVTZ - the main exit channel may be H2C3S formation","2022-08-24 10:47:06"
"C2H2S","H",,"SH","C2H2",,,,"kooij","2.870E-11","0.000E+00","9.460E+00","3.000E+00","1.000E+02",,,,,,,,,,,,,"by comparison with C2H4S + H","2022-08-24 10:47:06"
"C2H4S","H",,"SH","C2H4",,,,"kooij","2.870E-11","0.000E+00","9.460E+00","1.800E+00","1.000E+02",,,,,,,,,,,,,"Lee et al. 1977a","2022-08-24 10:47:06"
"CH3CHS","H",,"CH3CS","H2",,,,"kooij","2.230E-11","0.000E+00","1.200E+03","3.000E+00","2.000E+02",,,,,,,,,,,,,"H + CH3CHO with smaller E*","2022-08-24 10:47:06"
"OCS","H",,"SH","CO",,,,"kooij","9.060E-12","0.000E+00","1.940E+03","2.000E+00","2.000E+02",,,,,,,,,,,,,"Lee et al. 1977b - Rice et al. 1993 - Tsunashima et al. 1975 - Adriaens et al. 2010","2022-08-24 10:47:06"
"N2S","H",,"SH","N2",,,,"kooij","2.100E-10","0.000E+00","2.600E+03","1.600E+00","1.000E+02",,,,,,,,,,,,,"M06-MP2/cc-pVTZ calculations","2022-08-24 10:47:06"
"CS","CH",,"C2S","H",,,,"kooij","1.500E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Very likely no barrier","2022-08-24 10:47:06"
"CS","CH",,"S3P","C2H",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Very likely no barrier","2022-08-24 10:47:06"
"CS","1CH2",,"HCCS","H",,,,"kooij","2.000E-10","0.000E+00"," 0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Very likely no barrier","2022-08-24 10:47:06"
"N2S","CH",," HCS","N2",,,,"kooij","1.500E-11","0.000E+00","-2.570E+02","2.000E+00","0.000E+00",,,,,,,,,,,,,"CH + N2O  (Becker et al. 1993)","2022-08-24 10:47:06"
"N2S","CH",," NS","HCN",,,,"kooij","1.500E-11","0.000E+00","-2.570E+02","2.000E+00","0.000E+00",,,,,,,,,,,,,"CH + N2O  (Becker et al. 1993)","2022-08-24 10:47:06"
"CS","3CH2",,"HCCS","H",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"no barrier at M06-2X/cc-pVTZ and also at MP2/cc-pVTZ level","2022-08-24 10:47:06"
"CS","CH3",,"H2CCS","H",,,,"kooij","2.000E-12","0.000E+00","2.400E+03","3.000E+00","4.000E+02",,,,,,,,,,,,,"Average between M06-2X and MP2 /cc-pVTZ","2022-08-24 10:47:06"
"CS","C2H",,"C3S","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"C2H + CO  (Lander et al. 1990 - Petrie 1996)","2022-08-24 10:47:06"
"CS","C2H3",,"H2C3S","H",,,,"kooij","2.000E-12","0.000E+00","3.000E+02","3.000E+00","0.000E+00",,,,,,,,,,,,,"theoretical calculations - see Table","2022-08-24 10:47:06"
"HCS","CH3",,"CS","CH4",,,,"kooij","9.300E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"CH3 + HCO","2022-08-24 10:47:06"
"C2S","3CH2",,"HC3S","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"CH2 + CH3","2022-08-24 10:47:06"
"C2S","CH3",,"H2C3S","H",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"the TS from 2CH3CCS toward 2CH2CHCS is found -218 kJ/mol below the entrance level followed by a small barrier equal to 6.7 kJ/mol above the exit channel for H elimination - and there is no exit TS at M06 and MP2 level for the 2C2H3 + 1CS production","2022-08-24 10:47:06"
"C2S","CH3",,"CS","C2H3",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HCCS","3CH2",,"H2C3S","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"CH2 + CH3","2022-08-24 10:47:06"
"HCCS","CH3",,"CS","C2H4",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"C3S","3CH2",,"CS","lC3H2",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Assuming no barrier / 3CH2 + CS. HC4S very likely the main product but should react with H (and also to CH3) to give C3H2 + CS. We avoid introducing new minor species.","2022-08-24 10:47:06"
"C3S","C2H",,"SOOTS",,,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"C2H + CO  (Lander et al. 1990 - Petrie 1996)","2022-08-24 10:47:06"
"C3S","C2H3",,"H2C5S","H",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C2H3 + CS considering lower exit TS and isomerization","2022-08-24 10:47:06"
"CS2","C",,"CS","CS",,,,"kooij","1.600E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Deeyamulla & Husain 2006","2022-08-24 10:47:06"
"CS2","CH",,"HCS","CS",,,,"kooij","4.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Considering the high CH reactivity and the stability of HCS","2022-08-24 10:47:06"
"CS2","1C2",,"C2S","CS",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C2(a3Πu)  (Hu et al. 2014 - Huang et al. 2004) reaction - the ground C2 (X1Σ+g) being more reactive (Canosa et al. 2007 - Daugey et al. 2008)","2022-08-24 10:47:06"
"CS2","C2H",,"HCCS","CS",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","6.000E+00","0.000E+00",,,,,,,,,,,,,"No barrier in the entrance valley at M06-2X/cc-pVTZ level but may be a small one in the exit valley","2022-08-24 10:47:06"
"CS","O3P",,"S3P","CO",,,,"kooij","2.610E-10","0.000E+00","7.580E+02","2.000E+00","1.000E+02",,,,,,,,,,,,,"Lilenfeld & Richardson 1977","2022-08-24 10:47:06"
"CS","OH",,"OCS","H",,,,"kooij","1.700E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Loison et al. 2012","2022-08-24 10:47:06"
"CS","OH",,"SH","CO",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Loison et al. 2012","2022-08-24 10:47:06"
"CS","SH",,"CS2","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"OH + CS","2022-08-24 10:47:06"
"S3P","CH3",,"H2CS","H",,,,"kooij","1.400E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"by comparison with O + CH3","2022-08-24 10:47:06"
"S3P","C2H3",,"SH","C2H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with O + C2H3   (Heinemann et al. 1988 - Harding et al. 2005)","2022-08-24 10:47:06"
