REACTANTS;TYPE; ALPHA;BETA;GAMMA ; NBR;STRINGBR; REF_ALPHA;REF_BETA;REF_GAMMA;REF_BR ; COMMENTS;TIMESTAMP
"C3H5+ + CH3C2H";"kooij";"Logn(3.5e-10,1.2)";"Delta(0)";"Delta(0)";1;"C6H7+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H5+ + CH3CN";"kooij";"Logn(1e-10,1.6)";"Delta(0)";"Delta(0)";2;"Diri(1<CH3CNH+ + CH3C2H>,1<CH3CNH+ + CH2CCH2>;1)";"NA";"NA";"NA";"NA";"??? Source ???";2022-08-19 09:23:57
"C3H5+ + CH3NH2";"kooij";"Logn(0.1280E-08,1.58)";"Delta(0)";"Delta(0)";3;"Dirg(0.62*Diri(1<CH3NH3+ + CH3C2H>,1<CH3NH3+ + CH2CCH2>;1),0.38<CH2NH2+ + C3H6>;0.06,0.13)";"NA";"NA";"NA";"NA";"NA";2022-08-19 09:23:57
"C3H5+ + E";"dr";"Logu(0.5e-6,3.0e-6)";"Unif(0.5,1.5)";"Delta(0)";17;"Dirg(0.867*Diri(1*Diri(1<CH3C2H + H>,1<CH2CCH2 + H>;1),1*Dior(2<C3H3 + H2>,1<C3H3 + H + H>),1<cC3H2 + H2 + H>,1*Diri(1<cC3H + H2 + H2>,1<lC3H + H2 + H2>;1);1),0.133*Diri(1<C2H5 + C>,1<C2H4 + CH>,1*Diri(1<C2H3 + 1CH2>,1<C2H3 + 3CH2>;1),1*Diri(1*Diri(1<C2H2 + 1CH2 + H>,1<C2H2 + 3CH2 + H>;1),1<C2H2 + CH + H2>,1<C2H2 + CH3>;1),1*Diri(1<C2H + CH3 + H>,1<C2H + CH4>;1);1);0.004,0.026)";"Plessis2010";"Plessis2010";"NA";"Plessis2010;Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C3H5+ + H";"kooij";"Logn(1e-11,1.6)";"Delta(0)";"Delta(0)";2;"Dirg(0.05<C2H2+ + CH4>,0.95<C2H3+ + CH3>;0.05,0.10)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H5+ + HC3N";"kooij";"Logn(3.8e-10,1.3)";"Delta(0)";"Delta(0)";2;"Diri(1<HC3NH+ + CH3C2H>,1<HC3NH+ + CH2CCH2>;1)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H5+ + HCN";"kooij";"Logn(5e-11,1.15)";"Delta(0)";"Delta(0)";1;"C4H6N+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H5+ + N4S";"kooij";"Logn(0.1250E-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.88<C2H4+ + HCN>,0.12<CH2CHCN+ + H2>;0.09,0.04)";"Anicich1997";"NA";"NA";"Anicich1997";"NA";2022-08-19 09:23:57
"C3H5+ + NH3";"kooij";"Logn(9e-10,1.2)";"Delta(0)";"Delta(0)";2;"Diri(1<NH4+ + CH3C2H>,1<NH4+ + CH2CCH2>;1)";"Vuitton2007";"NA";"NA";"Vuitton2007";"NA";2022-08-19 09:23:57
"C3H5NO+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C3H5O+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C3H6+ + C2H2";"kooij";"Logn(6.7e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.12<C4H5+ + CH3>,0.88<C5H7+ + H>;0.04,0.09)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H6+ + C3H6";"kooij";"Logn(1.4e-09,1.15)";"Delta(0)";"Delta(0)";4;"Dirg(0.15<C3H7+ + C3H5>,0.20<C4H7+ + C2H5>,0.35<C4H8+ + C2H4>,0.30<C5H9+ + CH3>;0.05,0.07,0.12,0.10)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H6+ + E";"dr";"Logu(0.5e-6,3.0e-6)";"Unif(0.5,1.5)";"Delta(0)";23;"Dirg(0.692*Diri(1<C3H5 + H>,1*Dior(1*Diri(1<CH3C2H + H + H>,1<CH2CCH2 + H + H>;1),2*Diri(1<CH3C2H + H2>,1<CH2CCH2 + H2>;1)),1<C3H3 + H2 + H>,1*Dior(2<cC3H2 + H2 + H2>,1<cC3H2 + H2 + H + H>);1),0.307*Diri(1<C2H5 + CH>,1*Diri(1*Diri(1<C2H4 + 1CH2>,1<C2H4 + 3CH2>;1),1<C2H4 + CH + H>,1<C2H4 + C + H2>;1),1*Diri(1<C2H3 + CH + H2>,1<C2H3 + CH3>;1),1*Diri(1<C2H2 + CH4>,1*Diri(1<C2H2 + 1CH2 + H2>,1<C2H2 + 3CH2 + H2>;1),1<C2H2 + CH3 + H>;1),1*Diri(1<C2H + CH4 + H>,1<C2H + CH3 + H2>;1);1),0.001*Diri(1<C + 1CH2 + CH4>,1<C + 3CH2 + CH4>;1);0.016,0.013,0.001)";"Plessis2010";"Plessis2010";"NA";"Plessis2010;Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C3H6+ + HCN";"kooij";"Logn(4e-10,1.15)";"Delta(0)";"Delta(0)";2;"Dirg(0.40<CH3CN+ + C2H4>,0.60<C4H6N+ + H>;0.13,0.06)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H6+ + NH3";"kooij";"Logn(1e-09,2)";"Delta(0)";"Delta(0)";3;"Dirg(0.57<CH2NH2+ + C2H5>,0.13<CH3NH2+ + C2H4>,0.30<NH4+ + C3H5>;0.06,0.05,0.10)";"Vuitton2007";"NA";"NA";"Vuitton2007";"NA";2022-08-19 09:23:57
"C3H6OH+ + E";"dr";"Logn(3e-07,2)";"Delta(5e-01)";"Delta(0)";2;"Diri(1<CH3CHO + CH3>,1<CH3COCH3 + H>;1)";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"C3H7+ + C2H6";"kooij";"Logn(1e-09,2)";"Delta(0)";"Delta(0)";1;"C4H9+ + CH4";"Vuitton2007";"NA";"NA";"Vuitton2007";"NA";2022-08-19 09:23:57
"C3H7+ + C3H6";"kooij";"Logn(4.5e-10,1.3)";"Delta(0)";"Delta(0)";1;"C4H9+ + C2H4";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H7+ + CH3NH2";"kooij";"Logn(1.65e-09,1.15)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C3H7+ + E";"dr";"Norm(1.9e-6,0.35e-6)";"Norm(0.68,0.01)";"Delta(0)";20;"Dirg(0.43<C3H6 + H>,0.12*Dior(2<C3H5 + H2>,1<C3H5 + H + H>),0.09*Diri(1<CH3C2H + H2 + H>,1<CH2CCH2 + H2 + H>;1),0.04*Diri(1<C2H4 + CH3>,1*Diri(1<C2H4 + 1CH2 + H>,1<C2H4 + 3CH2 + H>;1);1),0.19*Diri(1<C2H3 + CH4>,1<C2H3 + CH3 + H>;1),0.11*Diri(1<C2H2 + CH4 + H>,1<C2H2 + CH3 + H2>;1),0.02*Diri(1<C3H3 + H2 + H2>,1<C2H6 + CH>,1*Diri(1<C2H5 + 1CH2>,1<C2H5 + 3CH2>;1),1<C2H4 + CH + H2>,1*Diri(1<C2H3 + 1CH2 + H2>,1<C2H3 + 3CH2 + H2>;1),1<C2H + CH4 + H2>;1);0.10,0.08,0.05,0.02,0.05,0.02,0.01)";"Lehfaoui1997;Ehlerding2003;Larsson2005";"Larsson2005";"NA";"Plessis2010;Ehlerding2003";"cf. report.pdf";2022-08-19 09:23:57
"C3H7+ + H";"kooij";"Logn(3.7e-11,1.3)";"Delta(0)";"Delta(0)";1;"C3H6+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C3H7+ + NH3";"kooij";"Logn(1.9e-09,1.2)";"Delta(0)";"Delta(0)";1;"NH4+ + C3H6";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C3H8+ + C4H10";"kooij";"Logn(1.2e-09,1.5)";"Delta(0)";"Delta(0)";1;"C4H10+ + C3H8";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C3H8+ + E";"dr";"Logu(0.5e-6,3e-6)";"Unif(0.5,1.5)";"Delta(0)";31;"Dirg(0.678*Diri(1<C3H7 + H>,1*Dior(2<C3H6 + H2>,1<C3H6 + H + H>),1<C3H5 + H2 + H>,1*Dior(2*Diri(1<CH3C2H + H2 + H2>,1<CH2CCH2 + H2 + H2>;1),1*Diri(1<CH3C2H + H2 + H + H>,1<CH2CCH2 + H2 + H + H>;1));1),0.321*Diri(1*Diri(1<C2H6 + 1CH2>,1<C2H6 + 3CH2>;1),1<C2H5 + CH3>,1*Dior(2<C2H5 + CH + H2>,1<C2H5 + CH + H + H>),1*Diri(1<C2H5 + 1CH2 + H>,1<C2H5 + 3CH2 + H>;1),1<C2H4 + CH4>,1*Diri(1*Dior(2<C2H4 + 1CH2 + H2>,1<C2H4 + 1CH2 + H + H>),1*Dior(2<C2H4 + 3CH2 + H2>,1<C2H4 + 3CH2 + H + H>);1),1<C2H4 + CH3 + H>,1*Dior(2<C2H3 + CH3 + H2>,1<C2H3 + CH3 + H + H>),1<C2H3 + CH4 + H>,1<C2H2 + CH4 + H2>;1),0.001*Diri(1*Diri(1<1CH2 + CH3 + CH3>,1<3CH2 + CH3 + CH3>;1),1*Diri(1<1CH2 + CH4 + 1CH2>,1<1CH2 + CH4 + 3CH2>,1<3CH2 + CH4 + 3CH2>;1),1<CH4 + CH3 + CH>;1);0.029,0.028,0.01)";"Plessis2010";"Plessis2010";"NA";"Plessis2010;Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C3H8+ + H2O";"kooij";"Logn(1.4e-09,1.5)";"Delta(0)";"Delta(0)";1;"H3O+ + C3H7";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C3H9+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C3HN2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C3HN3+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C3N+ + E";"dr";"Logu(0.5e-6,3.0e-06)";"Unif(0.5,1.5e+00)";"Delta(0)";1;"CN + 1C2";"Plessis2010";"Plessis2010";"NA";"Woodall2007";"NA";2022-08-19 09:23:57
"C3N+ + H2";"kooij";"Logn(9.1e-10,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.9<HC3N+ + H>,0.1<HC3NH+>;0.1,0.1)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H+ + C2H2";"kooij";"Logn(1.22e-09,1.35)";"Delta(0)";"Delta(0)";1;"C6H2+ + H";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H+ + C4H2";"kooij";"Logn(1.6e-09,1.2)";"Delta(0)";"Delta(0)";1;"C8H2+ + H";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H+ + C4H4";"kooij";"Logn(2.2e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.55<C4H4+ + C4H>,0.37<C6H3+ + C2H2>,0.08<C8H4+ + H>;0.06,0.12,0.08)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H+ + E";"dr";"Logu(0.5e-6,3e-6)";"Unif(0.5,1.5)";"Delta(0)";4;"Dirg(0.439<C4 + H>,0.282*Diri(1<cC3H + C>,1<lC3H + C>;1),0.279<C2H + 1C2>;0.012,0.021,0.017)";"Plessis2010";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H+ + H2";"kooij";"Logn(1.65e-09,1.2)";"Delta(0)";"Delta(0)";1;"C4H2+ + H";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H+ + HCN";"kooij";"Logn(1.35e-09,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.07<C4H2+ + CN>,0.91<HC5N+ + H>,0.03<HC5NH+ + HV>;0.07,0.09,0.03)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H10+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C4H2+ + C2H2";"kooij";"Logn(2.8e-10,1.65)";"Delta(0)";"Delta(0)";2;"Dirg(0.05<C6H3+ + H>,0.95<C6H4+ + HV>;0.05,0.10)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H2+ + C2H4";"kooij";"Logn(1.5e-09,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.47<C4H4+ + C2H2>,0.05<C6H4+ + H2>,0.49<C6H5+ + H>;0.15,0.05,0.15)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H2+ + C2N2";"kooij";"Logn(2e-10,1.2)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H2+ + C4H2";"kooij";"Logn(1.4e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.82<C6H2+ + C2H2>,0.17<C8H2+ + H2>,0.01<C8H3+ + H>;0.08,0.06,0.01)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H2+ + C4H4";"kooij";"Logn(0.14E-08,1.2)";"Delta(0)";"Delta(0)";4;"Diut(0.99*Dirg(0.13<C4H4+ + C4H2>,0.81<C6H4+ + C2H2>,0.06<C8H4+ + H2>;0.05,0.08,0.06),0.00<C8H6+ + HV>;1.00,0.01)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H2+ + CH3C2H";"kooij";"Logn(1.3e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.10<C5H4+ + C2H2>,0.90<C7H5+ + H>;0.10,0.09)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H2+ + E";"dr";"Logu(0.5e-6,3e-6)";"Unif(0.5,1.5)";"Delta(0)";9;"Dirg(0.783*Diri(1<C4H + H>,1<C4 + H2>;1),0.040*Diri(1*Diri(1<cC3H + CH>,1<lC3H + CH>;1),1<cC3H2 + C>,1*Diri(1<C3 + 1CH2>,1<C3 + 3CH2>;1);1),0.177*Diri(1<C2H + C2H>,1<1C2 + C2H2>;1);0.013,0.016,0.015)";"Plessis2010";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H2+ + H";"kooij";"Logn(7e-11,1.2)";"Delta(0)";"Delta(0)";1;"C4H3+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H2+ + HC3N";"kooij";"Logn(1.7e-09,1.2)";"Delta(0)";"Delta(0)";1;"C7H3N+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H2+ + N4S";"kooij";"Logn(1.9e-10,1.4)";"Delta(0)";"Delta(0)";3;"Dirg(0.90<C3H+ + HCN>,0.05<HC4N+ + H>,0.05<HCNH+ + C3>;0.09,0.05,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H2N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C4H2N2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C4H2NO+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C4H3+ + C2H2";"kooij";"Logn(2.2e-10,1.1)";"Delta(0)";"Delta(0)";1;"C6H5+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H3+ + C2H4";"kooij";"Logn(1.2e-10,1.3)";"Delta(0)";"Delta(0)";1;"C6H5+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H3+ + C2N2";"kooij";"Logn(1.9e-10,1.2)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H3+ + C4H2";"kooij";"Logn(7.4e-10,1.2)";"Delta(0)";"Delta(0)";1;"C6H3+ + C2H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H3+ + C4H4";"kooij";"Logn(1.1e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.25<C4H5+ + C4H2>,0.56<C6H5+ + C2H2>,0.10<C8H6+ + H>;0.08,0.07,0.10)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H3+ + C6H6";"kooij";"Logn(1.93e-10,1.6)";"Delta(0)";"Delta(0)";1;"C10H8+ + H";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H3+ + CH2NH";"kooij";"Logn(5.01e-09,1.58)";"Delta(0)";"Delta(0)";1;"CH2NH2+ + C4H2";"NA";"NA";"NA";"NA";"Refs ???";2022-08-19 09:23:57
"C4H3+ + CH3C2H";"kooij";"Logn(1.4e-09,1.3)";"Delta(0)";"Delta(0)";1;"C5H5+ + C2H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H3+ + CH3NH2";"kooij";"Logn(1.76e-09,1.58)";"Delta(0)";"Delta(0)";2;"Dirg(0.7400E+00<CH3NH3+ + C4H2>,0.2600E+00<CH2NH2+ + C4H2 + H2>;0.2220E+00,0.7800E-01)";"NA";"NA";"NA";"NA";"Refs ???";2022-08-19 09:23:57
"C4H3+ + E";"dr";"Logn(6.2e-7,2)";"Unif(0.5,1.5)";"Delta(0)";13;"Dirg(0.759*Diri(1<C4H2 + H>,1*Dior(2<C4H + H2>,1<C4H + H + H>),1<C4 + H2 + H>;1),0.063*Diri(1<C3H3 + C>,1<cC3H2 + CH>,1*Diri(1*Diri(1<cC3H + 1CH2>,1<lC3H + 1CH2>;1),1*Diri(1<cC3H + 3CH2>,1<lC3H + 3CH2>;1);1),1<C3 + CH3>;1),0.178*Diri(1<C2H3 + 1C2>,1<C2H2 + C2H>;1);0.005,0.004,0.004)";"Florescu2006;Adams1988;Plessis2010;physto";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H3+ + NH3";"kooij";"Logn(9.9e-10,2)";"Delta(0)";"Delta(0)";1;"NH4+ + C4H2";"Vuitton2007";"NA";"NA";"Vuitton2007";"NA";2022-08-19 09:23:57
"C4H4+ + C2H2";"kooij";"Logn(1.2e-10,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.10<C6H4+ + H2>,0.75<C6H5+ + H>,0.15<C6H6+ + HV>;0.10,0.08,0.05)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H4+ + C4H2";"kooij";"Logn(8e-10,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.87<C6H4+ + C2H2>,0.13<C8H6+ + HV>;0.09,0.05)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H4+ + C4H4";"kooij";"Logn(1e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.38<C6H6+ + C2H2>,0.62<C8H7+ + H>;0.13,0.07)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H4+ + E";"dr";"Logu(0.5e-6,3e-6)";"Unif(0.5,1.5)";"Delta(0)";20;"Dirg(0.766*Diri(1<C4H3 + H>,1*Dior(2<C4H2 + H2>,1<C4H2 + H + H>),1<C4H + H2 + H>;1),0.063*Diri(1<CH3C2H + C>,1<CH2CCH2 + C>,1<C3H3 + CH>,1*Diri(1*Diri(1<cC3H2 + 1CH2>,1<cC3H2 + 3CH2>;1),1<cC3H2 + C + H2>;1),1*Diri(1<cC3H + CH3>,1<lC3H + CH3>;1),1*Diri(1<C3 + CH4>,1<C3 + CH3 + H>;1);1),0.171*Diri(1<C2H4 + 1C2>,1<C2H3 + C2H>,1*Diri(1<C2H2 + C2H2>,1<C2H2 + C2H + H>,1<C2H2 + 1C2 + H2>;1),1<C2H + C2H + H2>;1);0.027,0.020,0.021)";"Plessis2010";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H4+ + NH3";"kooij";"Delta(3.64e-10)";"Delta(0)";"Delta(0)";2;"Mlgn(0.88<NH4+ + C4H3>,0.12<CH2NH2+ + C3H3>;1.2,1.2)";"Vuitton2007;Operti2004";"NA";"NA";"Vuitton2007;Operti2004";"Treatment as independent partial rates (see Operti2004)";2022-08-19 09:23:57
"C4H4N+ + C";"kooij";"Logn(1e-09,2)";"Delta(0)";"Delta(0)";1;"C5H3N+ + H";"KIDA";"NA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"C4H4N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C4H5+ + C2H2";"kooij";"Logn(1.6e-10,1.3)";"Delta(0)";"Delta(0)";1;"C6H5+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H5+ + C2H4";"kooij";"Logn(7.3e-11,1.3)";"Delta(0)";"Delta(0)";1;"C6H7+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H5+ + C4H2";"kooij";"Logn(5e-10,2)";"Delta(0)";"Delta(0)";1;"C6H5+ + C2H2";"NA";"NA";"NA";"McEwan2007";"No data on rate";2022-08-19 09:23:57
"C4H5+ + CH3C2H";"kooij";"Logn(2e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.25<C6H5+ + CH4>,0.75<C7H7+ + H2>;0.09,0.08)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H5+ + E";"dr";"Logn(8.2e-7,1.3)";"Unif(0.5,1.5)";"Delta(0)";18;"Dirg(0.460*Diri(1<C4H4 + H>,1*Dior(2<C4H3 + H2>,1<C4H3 + H + H>),1<C4H2 + H2 + H>,1<C4H + H2 + H2>;1),0.093*Diri(1*Diri(1<cC3H + CH4>,1<lC3H + CH4>;1),1<cC3H2 + CH3>,1*Diri(1<C3H3 + 1CH2>,1<C3H3 + 3CH2>;1),1<CH3C2H + CH>,1<CH2CCH2 + CH>,1<C3H5 + C>;1),0.447*Diri(1<C2H5 + 1C2>,1<C2H4 + C2H>,1<C2H3 + C2H2>,1*Diri(1<C2H2 + C2H2 + H>,1<C2H2 + C2H + H2>;1);1);0.054,0.021,0.053)";"Rebrion-Rowe1998";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H5+ + NH3";"kooij";"Logn(0.47E-9,1.2)";"Delta(0)";"Delta(0)";1;"NH4+ + C4H4";"Vuitton2007;Operti2004";"NA";"NA";"Vuitton2007";"NA";2022-08-19 09:23:57
"C4H5N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C4H6+ + C2H2";"kooij";"Logn(7.3e-11,1.2)";"Delta(0)";"Delta(0)";1;"C6H7+ + H";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H6+ + CH3C2H";"kooij";"Logn(2.5e-10,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.85<C6H7+ + CH3>,0.15<C7H9+ + H>;0.09,0.05)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4H6+ + E";"dr";"Logu(0.5e-6,3e-6)";"Unif(0.5,1.5)";"Delta(0)";33;"Dirg(0.588*Diri(1<C4H5 + H>,1*Dior(2<C4H4 + H2>,1<C4H4 + H + H>),1<C4H3 + H2 + H>,1*Dior(2<C4H2 + H2 + H2>,1<C4H2 + H2 + H + H>);1),0.090*Diri(1<C3H6 + C>,1<C3H5 + CH>,1*Diri(1*Diri(1<CH3C2H + 1CH2>,1<CH3C2H + 3CH2>;1),1*Diri(1<CH2CCH2 + 1CH2>,1<CH2CCH2 + 3CH2>;1),1<CH3C2H + C + H2>,1<CH2CCH2 + C + H2>;1),1*Diri(1<C3H3 + CH3>,1<C3H3 + CH + H2>;1),1*Diri(1<cC3H2 + CH4>,1<cC3H2 + CH3 + H>,1*Diri(1<cC3H2 + 1CH2 + H2>,1<cC3H2 + 3CH2 + H2>;1);1),1*Diri(1*Diri(1<cC3H + CH4 + H>,1<lC3H + CH4 + H>;1),1*Diri(1<cC3H + CH3 + H2>,1<lC3H + CH3 + H2>;1);1);1),0.321*Diri(1<C2H6 + 1C2>,1<C2H5 + C2H>,1*Diri(1<C2H4 + C2H2>,1<C2H4 + C2H + H>,1<C2H4 + 1C2 + H2>;1),1*Diri(1<C2H3 + C2H2 + H>,1<C2H3 + C2H + H2>;1);1),0.001*Diri(1<C2H2 + CH + CH3>,1<C2H2 + C + CH4>;1);0.035,0.015,0.034,0.01)";"Plessis2010";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H6N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C4H7+ + CH3C2H";"kooij";"Logn(1.5e-10,1.3)";"Delta(0)";"Delta(0)";1;"C7H9+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C4H7+ + CH3CN";"kooij";"Logn(5.2e-11,1.2)";"Delta(0)";"Delta(0)";1;"CH3CNH+ + C4H6";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
